	Data	Id	Label	Median	Signif	Substr	pVal
20226	5.0	Number_of_activity_bouts	1558	8.0	no	yeast	0.1624961025148113
20227	9.0	Number_of_activity_bouts	1561	14.0	no	yeast	0.12395613460853126
20228	17.0	Number_of_activity_bouts	1564	12.0	no	yeast	0.3029157506967731
20229	18.0	Number_of_activity_bouts	1565	15.0	no	yeast	0.4032141052439576
20230	7.0	Number_of_activity_bouts	1566	13.0	no	yeast	0.11742837857726346
20231	10.0	Number_of_activity_bouts	1567	7.0	no	yeast	0.1807211534597327
20232	6.0	Number_of_activity_bouts	1569	12.0	no	yeast	0.86874336801035
20233	7.0	Number_of_activity_bouts	1570	9.0	no	yeast	0.9291393538971018
20234	8.0	Number_of_activity_bouts	1575	11.0	no	yeast	0.9844868419188125
20235	7.0	Number_of_activity_bouts	1576	5.0	yes	yeast	0.00894851232176907
20236	5.0	Number_of_activity_bouts	1579	12.0	no	yeast	0.9777763743962611
20237	16.0	Number_of_activity_bouts	1581	12.0	no	yeast	0.7225252062761962
20238	12.0	Number_of_activity_bouts	1587	11.0	no	yeast	0.9380335419938283
20239	7.0	Number_of_activity_bouts	1588	7.0	no	yeast	0.04775611051602796
20240	14.0	Number_of_activity_bouts	1593	6.5	no	yeast	0.15789389207903334
20241	8.0	Number_of_activity_bouts	1597	14.0	no	yeast	0.651202734797467
20242	2.0	Number_of_activity_bouts	1602	8.5	no	yeast	0.22046322233043764
20243	15.0	Number_of_activity_bouts	2111	9.0	no	yeast	0.4209479424706223
20244	9.0	Number_of_activity_bouts	2257	6.0	no	yeast	0.0238034639886304
20245	3.0	Number_of_activity_bouts	2259	10.0	no	yeast	0.2899386606921268
20246	0.0	Number_of_activity_bouts	2275	6.0	no	yeast	0.04512396267095716
20247	3.0	Number_of_activity_bouts	2278	6.0	no	yeast	0.42133818632236075
20248	6.0	Number_of_activity_bouts	2279	5.0	yes	yeast	0.00889729429046891
20249	14.0	Number_of_activity_bouts	2285	9.5	no	yeast	0.4976579559815859
20250	12.0	Number_of_activity_bouts	2310	5.5	no	yeast	0.02457905789680888
20251	5.0	Number_of_activity_bouts	2316	10.0	no	yeast	0.48220061274975556
20252	16.0	Number_of_activity_bouts	2324	9.0	no	yeast	0.3784303007186618
20253	14.0	Number_of_activity_bouts	2378	11.0	no	yeast	0.9112474469257201
20254	4.0	Number_of_activity_bouts	2384	3.5	yes	yeast	0.0019262602218512324
20255	7.0	Number_of_activity_bouts	2388	8.0	no	yeast	0.10856861611940216
20256	21.0	Number_of_activity_bouts	2391	12.0	no	yeast	0.624614140912175
20257	9.0	Number_of_activity_bouts	2394	13.0	no	yeast	0.24956972015514817
20258	20.0	Number_of_activity_bouts	2538	22.0	yes	yeast	0.002356576108259507
20259	24.0	Number_of_activity_bouts	2547	20.5	yes	yeast	0.003162101935659891
20260	15.0	Number_of_activity_bouts	2554	11.0	no	yeast	0.34086063439257375
20261	9.0	Number_of_activity_bouts	2608	8.5	no	yeast	0.24185382133990674
20262	11.0	Number_of_activity_bouts	2609	17.5	no	yeast	0.10606412937470747
20263	9.0	Number_of_activity_bouts	2617	10.0	no	yeast	0.5994959860532791
20264	5.0	Number_of_activity_bouts	2618	5.5	no	yeast	0.01938393109925764
20265	16.0	Number_of_activity_bouts	2624	11.0	no	yeast	0.4599673582792345
20266	12.0	Number_of_activity_bouts	2625	9.5	no	yeast	0.28379012723208247
20267	13.0	Number_of_activity_bouts	2634	15.0	no	yeast	0.25088730370240026
20268	25.0	Number_of_activity_bouts	2635	13.5	no	yeast	0.2610923948153602
20269	5.0	Number_of_activity_bouts	4158	6.0	no	yeast	0.17864351171598453
20270	6.0	Number_of_activity_bouts	4159	6.0	no	yeast	0.20738824661796337
20271	17.0	Number_of_activity_bouts	emptySplitGal4	10.0	no	yeast	1.0
20272	12.0	Number_of_activity_bouts	0730	17.0	no	yeast	0.0134646332412137
20273	6.0	Number_of_activity_bouts	0731	15.0	no	yeast	0.2856537846794365
20274	24.0	Number_of_activity_bouts	0732	24.0	yes	yeast	0.0002589532842689613
20275	15.0	Number_of_activity_bouts	0923	16.0	no	yeast	0.016614091176036534
20276	40.0	Number_of_activity_bouts	1046	19.5	yes	yeast	0.0021228586358685735
20277	43.0	Number_of_activity_bouts	1052	17.0	no	yeast	0.06626666115296016
20278	15.0	Number_of_activity_bouts	1053	9.0	no	yeast	0.6694335801562239
20279	19.0	Number_of_activity_bouts	1054	9.0	no	yeast	0.8541589218019524
20280	32.0	Number_of_activity_bouts	1063	7.0	no	yeast	0.34368261824646923
20281	12.0	Number_of_activity_bouts	1073	8.0	no	yeast	0.17202126262038261
20282	9.0	Number_of_activity_bouts	1075	11.5	no	yeast	0.8819180953509717
20283	2.0	Number_of_activity_bouts	1077	5.0	yes	yeast	0.0026371035159174637
20284	8.0	Number_of_activity_bouts	1543	7.5	no	yeast	0.01781848967207314
20285	5.0	Number_of_activity_bouts	1545	6.0	yes	yeast	0.009848745696891266
20286	1.0	Number_of_activity_bouts	1549	4.0	yes	yeast	0.0007719501707919957
20287	8.0	Number_of_activity_bouts	1550	3.0	yes	yeast	4.78775027166712e-05
20288	5.0	Number_of_activity_bouts	1554	10.0	no	yeast	0.6245606408698041
20289	11.0	Number_of_activity_bouts	1557	11.0	no	yeast	0.9147938395372491
20290	4.0	Number_of_activity_bouts	1558	8.0	no	yeast	0.1624961025148113
20291	70.0	Number_of_activity_bouts	1561	14.0	no	yeast	0.12395613460853126
20292	8.0	Number_of_activity_bouts	1564	12.0	no	yeast	0.3029157506967731
20293	16.0	Number_of_activity_bouts	1565	15.0	no	yeast	0.4032141052439576
20294	16.0	Number_of_activity_bouts	1566	13.0	no	yeast	0.11742837857726346
20295	4.0	Number_of_activity_bouts	1567	7.0	no	yeast	0.1807211534597327
20296	7.0	Number_of_activity_bouts	1569	12.0	no	yeast	0.86874336801035
20297	6.0	Number_of_activity_bouts	1570	9.0	no	yeast	0.9291393538971018
20298	16.0	Number_of_activity_bouts	1575	11.0	no	yeast	0.9844868419188125
20299	3.0	Number_of_activity_bouts	1576	5.0	yes	yeast	0.00894851232176907
20300	11.0	Number_of_activity_bouts	1579	12.0	no	yeast	0.9777763743962611
20301	12.0	Number_of_activity_bouts	1581	12.0	no	yeast	0.7225252062761962
20302	7.0	Number_of_activity_bouts	1587	11.0	no	yeast	0.9380335419938283
20303	7.0	Number_of_activity_bouts	1588	7.0	no	yeast	0.04775611051602796
20304	7.0	Number_of_activity_bouts	1593	6.5	no	yeast	0.15789389207903334
20305	6.0	Number_of_activity_bouts	1597	14.0	no	yeast	0.651202734797467
20306	8.0	Number_of_activity_bouts	1602	8.5	no	yeast	0.22046322233043764
20307	14.0	Number_of_activity_bouts	2111	9.0	no	yeast	0.4209479424706223
20308	6.0	Number_of_activity_bouts	2257	6.0	no	yeast	0.0238034639886304
20309	2.0	Number_of_activity_bouts	2259	10.0	no	yeast	0.2899386606921268
20310	0.0	Number_of_activity_bouts	2275	6.0	no	yeast	0.04512396267095716
20311	1.0	Number_of_activity_bouts	2278	6.0	no	yeast	0.42133818632236075
20312	7.0	Number_of_activity_bouts	2279	5.0	yes	yeast	0.00889729429046891
20313	9.0	Number_of_activity_bouts	2285	9.5	no	yeast	0.4976579559815859
20314	2.0	Number_of_activity_bouts	2310	5.5	no	yeast	0.02457905789680888
20315	10.0	Number_of_activity_bouts	2316	10.0	no	yeast	0.48220061274975556
20316	25.0	Number_of_activity_bouts	2324	9.0	no	yeast	0.3784303007186618
20317	19.0	Number_of_activity_bouts	2378	11.0	no	yeast	0.9112474469257201
20318	0.0	Number_of_activity_bouts	2384	3.5	yes	yeast	0.0019262602218512324
20319	9.0	Number_of_activity_bouts	2388	8.0	no	yeast	0.10856861611940216
20320	5.0	Number_of_activity_bouts	2391	12.0	no	yeast	0.624614140912175
20321	28.0	Number_of_activity_bouts	2394	13.0	no	yeast	0.24956972015514817
20322	9.0	Number_of_activity_bouts	2538	22.0	yes	yeast	0.002356576108259507
20323	21.0	Number_of_activity_bouts	2547	20.5	yes	yeast	0.003162101935659891
20324	11.0	Number_of_activity_bouts	2554	11.0	no	yeast	0.34086063439257375
20325	6.0	Number_of_activity_bouts	2608	8.5	no	yeast	0.24185382133990674
20326	25.0	Number_of_activity_bouts	2609	17.5	no	yeast	0.10606412937470747
20327	11.0	Number_of_activity_bouts	2617	10.0	no	yeast	0.5994959860532791
20328	10.0	Number_of_activity_bouts	2618	5.5	no	yeast	0.01938393109925764
20329	20.0	Number_of_activity_bouts	2624	11.0	no	yeast	0.4599673582792345
20330	6.0	Number_of_activity_bouts	2625	9.5	no	yeast	0.28379012723208247
20331	24.0	Number_of_activity_bouts	2634	15.0	no	yeast	0.25088730370240026
20332	7.0	Number_of_activity_bouts	2635	13.5	no	yeast	0.2610923948153602
20333	6.0	Number_of_activity_bouts	4158	6.0	no	yeast	0.17864351171598453
20334	6.0	Number_of_activity_bouts	4159	6.0	no	yeast	0.20738824661796337
20335	8.0	Number_of_activity_bouts	emptySplitGal4	10.0	no	yeast	1.0
20336	7.0	Number_of_activity_bouts	0730	17.0	no	yeast	0.0134646332412137
20337	8.0	Number_of_activity_bouts	0731	15.0	no	yeast	0.2856537846794365
20338	64.0	Number_of_activity_bouts	0732	24.0	yes	yeast	0.0002589532842689613
20339	15.0	Number_of_activity_bouts	0923	16.0	no	yeast	0.016614091176036534
20340	12.0	Number_of_activity_bouts	1046	19.5	yes	yeast	0.0021228586358685735
20341	10.0	Number_of_activity_bouts	1052	17.0	no	yeast	0.06626666115296016
20342	8.0	Number_of_activity_bouts	1053	9.0	no	yeast	0.6694335801562239
20343	8.0	Number_of_activity_bouts	1054	9.0	no	yeast	0.8541589218019524
20344	10.0	Number_of_activity_bouts	1063	7.0	no	yeast	0.34368261824646923
20345	10.0	Number_of_activity_bouts	1073	8.0	no	yeast	0.17202126262038261
20346	13.0	Number_of_activity_bouts	1075	11.5	no	yeast	0.8819180953509717
20347	3.0	Number_of_activity_bouts	1077	5.0	yes	yeast	0.0026371035159174637
20348	5.0	Number_of_activity_bouts	1543	7.5	no	yeast	0.01781848967207314
20349	6.0	Number_of_activity_bouts	1545	6.0	yes	yeast	0.009848745696891266
20350	4.0	Number_of_activity_bouts	1549	4.0	yes	yeast	0.0007719501707919957
20351	4.0	Number_of_activity_bouts	1550	3.0	yes	yeast	4.78775027166712e-05
20352	4.0	Number_of_activity_bouts	1554	10.0	no	yeast	0.6245606408698041
20353	10.0	Number_of_activity_bouts	1557	11.0	no	yeast	0.9147938395372491
20354	15.0	Number_of_activity_bouts	1558	8.0	no	yeast	0.1624961025148113
20355	23.0	Number_of_activity_bouts	1561	14.0	no	yeast	0.12395613460853126
20356	12.0	Number_of_activity_bouts	1564	12.0	no	yeast	0.3029157506967731
20357	4.0	Number_of_activity_bouts	1565	15.0	no	yeast	0.4032141052439576
20358	14.0	Number_of_activity_bouts	1566	13.0	no	yeast	0.11742837857726346
20359	11.0	Number_of_activity_bouts	1567	7.0	no	yeast	0.1807211534597327
20360	13.0	Number_of_activity_bouts	1569	12.0	no	yeast	0.86874336801035
20361	17.0	Number_of_activity_bouts	1570	9.0	no	yeast	0.9291393538971018
20362	11.0	Number_of_activity_bouts	1575	11.0	no	yeast	0.9844868419188125
20363	15.0	Number_of_activity_bouts	1576	5.0	yes	yeast	0.00894851232176907
20364	25.0	Number_of_activity_bouts	1579	12.0	no	yeast	0.9777763743962611
20365	18.0	Number_of_activity_bouts	1581	12.0	no	yeast	0.7225252062761962
20366	4.0	Number_of_activity_bouts	1587	11.0	no	yeast	0.9380335419938283
20367	4.0	Number_of_activity_bouts	1588	7.0	no	yeast	0.04775611051602796
20368	3.0	Number_of_activity_bouts	1593	6.5	no	yeast	0.15789389207903334
20369	14.0	Number_of_activity_bouts	1597	14.0	no	yeast	0.651202734797467
20370	8.0	Number_of_activity_bouts	1602	8.5	no	yeast	0.22046322233043764
20371	10.0	Number_of_activity_bouts	2111	9.0	no	yeast	0.4209479424706223
20372	4.0	Number_of_activity_bouts	2257	6.0	no	yeast	0.0238034639886304
20373	10.0	Number_of_activity_bouts	2259	10.0	no	yeast	0.2899386606921268
20374	6.0	Number_of_activity_bouts	2275	6.0	no	yeast	0.04512396267095716
20375	9.0	Number_of_activity_bouts	2278	6.0	no	yeast	0.42133818632236075
20376	4.0	Number_of_activity_bouts	2279	5.0	yes	yeast	0.00889729429046891
20377	10.0	Number_of_activity_bouts	2285	9.5	no	yeast	0.4976579559815859
20378	6.0	Number_of_activity_bouts	2310	5.5	no	yeast	0.02457905789680888
20379	7.0	Number_of_activity_bouts	2316	10.0	no	yeast	0.48220061274975556
20380	11.0	Number_of_activity_bouts	2324	9.0	no	yeast	0.3784303007186618
20381	10.0	Number_of_activity_bouts	2378	11.0	no	yeast	0.9112474469257201
20382	5.0	Number_of_activity_bouts	2384	3.5	yes	yeast	0.0019262602218512324
20383	13.0	Number_of_activity_bouts	2388	8.0	no	yeast	0.10856861611940216
20384	6.0	Number_of_activity_bouts	2391	12.0	no	yeast	0.624614140912175
20385	15.0	Number_of_activity_bouts	2394	13.0	no	yeast	0.24956972015514817
20386	30.0	Number_of_activity_bouts	2538	22.0	yes	yeast	0.002356576108259507
20387	27.0	Number_of_activity_bouts	2547	20.5	yes	yeast	0.003162101935659891
20388	11.0	Number_of_activity_bouts	2554	11.0	no	yeast	0.34086063439257375
20389	12.0	Number_of_activity_bouts	2608	8.5	no	yeast	0.24185382133990674
20390	24.0	Number_of_activity_bouts	2609	17.5	no	yeast	0.10606412937470747
20391	18.0	Number_of_activity_bouts	2617	10.0	no	yeast	0.5994959860532791
20392	0.0	Number_of_activity_bouts	2618	5.5	no	yeast	0.01938393109925764
20393	9.0	Number_of_activity_bouts	2624	11.0	no	yeast	0.4599673582792345
20394	9.0	Number_of_activity_bouts	2625	9.5	no	yeast	0.28379012723208247
20395	18.0	Number_of_activity_bouts	2634	15.0	no	yeast	0.25088730370240026
20396	16.0	Number_of_activity_bouts	2635	13.5	no	yeast	0.2610923948153602
20397	17.0	Number_of_activity_bouts	4158	6.0	no	yeast	0.17864351171598453
20398	6.0	Number_of_activity_bouts	4159	6.0	no	yeast	0.20738824661796337
20399	12.0	Number_of_activity_bouts	emptySplitGal4	10.0	no	yeast	1.0
20400	20.0	Number_of_activity_bouts	0730	17.0	no	yeast	0.0134646332412137
20401	15.0	Number_of_activity_bouts	0731	15.0	no	yeast	0.2856537846794365
20402	27.0	Number_of_activity_bouts	0732	24.0	yes	yeast	0.0002589532842689613
20403	21.0	Number_of_activity_bouts	0923	16.0	no	yeast	0.016614091176036534
20404	12.0	Number_of_activity_bouts	1046	19.5	yes	yeast	0.0021228586358685735
20405	11.0	Number_of_activity_bouts	1052	17.0	no	yeast	0.06626666115296016
20406	19.0	Number_of_activity_bouts	1053	9.0	no	yeast	0.6694335801562239
20407	7.0	Number_of_activity_bouts	1054	9.0	no	yeast	0.8541589218019524
20408	7.0	Number_of_activity_bouts	1063	7.0	no	yeast	0.34368261824646923
20409	11.0	Number_of_activity_bouts	1073	8.0	no	yeast	0.17202126262038261
20410	6.0	Number_of_activity_bouts	1075	11.5	no	yeast	0.8819180953509717
20411	9.0	Number_of_activity_bouts	1077	5.0	yes	yeast	0.0026371035159174637
20412	8.0	Number_of_activity_bouts	1543	7.5	no	yeast	0.01781848967207314
20413	14.0	Number_of_activity_bouts	1545	6.0	yes	yeast	0.009848745696891266
20414	15.0	Number_of_activity_bouts	1549	4.0	yes	yeast	0.0007719501707919957
20415	1.0	Number_of_activity_bouts	1550	3.0	yes	yeast	4.78775027166712e-05
20416	12.0	Number_of_activity_bouts	1554	10.0	no	yeast	0.6245606408698041
20417	6.0	Number_of_activity_bouts	1557	11.0	no	yeast	0.9147938395372491
20418	12.0	Number_of_activity_bouts	1558	8.0	no	yeast	0.1624961025148113
20419	6.0	Number_of_activity_bouts	1561	14.0	no	yeast	0.12395613460853126
20420	11.0	Number_of_activity_bouts	1564	12.0	no	yeast	0.3029157506967731
20421	19.0	Number_of_activity_bouts	1565	15.0	no	yeast	0.4032141052439576
20422	13.0	Number_of_activity_bouts	1566	13.0	no	yeast	0.11742837857726346
20423	10.0	Number_of_activity_bouts	1567	7.0	no	yeast	0.1807211534597327
20424	12.0	Number_of_activity_bouts	1569	12.0	no	yeast	0.86874336801035
20425	13.0	Number_of_activity_bouts	1570	9.0	no	yeast	0.9291393538971018
20426	2.0	Number_of_activity_bouts	1575	11.0	no	yeast	0.9844868419188125
20427	9.0	Number_of_activity_bouts	1576	5.0	yes	yeast	0.00894851232176907
20428	2.0	Number_of_activity_bouts	1579	12.0	no	yeast	0.9777763743962611
20429	3.0	Number_of_activity_bouts	1581	12.0	no	yeast	0.7225252062761962
20430	6.0	Number_of_activity_bouts	1587	11.0	no	yeast	0.9380335419938283
20431	7.0	Number_of_activity_bouts	1588	7.0	no	yeast	0.04775611051602796
20432	3.0	Number_of_activity_bouts	1593	6.5	no	yeast	0.15789389207903334
20433	6.0	Number_of_activity_bouts	1597	14.0	no	yeast	0.651202734797467
20434	5.0	Number_of_activity_bouts	1602	8.5	no	yeast	0.22046322233043764
20435	8.0	Number_of_activity_bouts	2111	9.0	no	yeast	0.4209479424706223
20436	3.0	Number_of_activity_bouts	2257	6.0	no	yeast	0.0238034639886304
20437	10.0	Number_of_activity_bouts	2259	10.0	no	yeast	0.2899386606921268
20438	6.0	Number_of_activity_bouts	2275	6.0	no	yeast	0.04512396267095716
20439	21.0	Number_of_activity_bouts	2278	6.0	no	yeast	0.42133818632236075
20440	5.0	Number_of_activity_bouts	2279	5.0	yes	yeast	0.00889729429046891
20441	22.0	Number_of_activity_bouts	2285	9.5	no	yeast	0.4976579559815859
20442	12.0	Number_of_activity_bouts	2310	5.5	no	yeast	0.02457905789680888
20443	12.0	Number_of_activity_bouts	2316	10.0	no	yeast	0.48220061274975556
20444	16.0	Number_of_activity_bouts	2324	9.0	no	yeast	0.3784303007186618
20445	19.0	Number_of_activity_bouts	2378	11.0	no	yeast	0.9112474469257201
20446	3.0	Number_of_activity_bouts	2384	3.5	yes	yeast	0.0019262602218512324
20447	10.0	Number_of_activity_bouts	2388	8.0	no	yeast	0.10856861611940216
20448	25.0	Number_of_activity_bouts	2391	12.0	no	yeast	0.624614140912175
20449	19.0	Number_of_activity_bouts	2394	13.0	no	yeast	0.24956972015514817
20450	25.0	Number_of_activity_bouts	2538	22.0	yes	yeast	0.002356576108259507
20451	36.0	Number_of_activity_bouts	2547	20.5	yes	yeast	0.003162101935659891
20452	14.0	Number_of_activity_bouts	2554	11.0	no	yeast	0.34086063439257375
20453	20.0	Number_of_activity_bouts	2608	8.5	no	yeast	0.24185382133990674
20454	17.0	Number_of_activity_bouts	2609	17.5	no	yeast	0.10606412937470747
20455	9.0	Number_of_activity_bouts	2617	10.0	no	yeast	0.5994959860532791
20456	4.0	Number_of_activity_bouts	2618	5.5	no	yeast	0.01938393109925764
20457	14.0	Number_of_activity_bouts	2624	11.0	no	yeast	0.4599673582792345
20458	16.0	Number_of_activity_bouts	2625	9.5	no	yeast	0.28379012723208247
20459	6.0	Number_of_activity_bouts	2634	15.0	no	yeast	0.25088730370240026
20460	16.0	Number_of_activity_bouts	2635	13.5	no	yeast	0.2610923948153602
20461	9.0	Number_of_activity_bouts	4158	6.0	no	yeast	0.17864351171598453
20462	8.0	Number_of_activity_bouts	4159	6.0	no	yeast	0.20738824661796337
20463	6.0	Number_of_activity_bouts	emptySplitGal4	10.0	no	yeast	1.0
20464	14.0	Number_of_activity_bouts	0730	17.0	no	yeast	0.0134646332412137
20465	16.0	Number_of_activity_bouts	0731	15.0	no	yeast	0.2856537846794365
20466	34.0	Number_of_activity_bouts	0732	24.0	yes	yeast	0.0002589532842689613
20467	16.0	Number_of_activity_bouts	0923	16.0	no	yeast	0.016614091176036534
20468	38.0	Number_of_activity_bouts	1046	19.5	yes	yeast	0.0021228586358685735
20469	40.0	Number_of_activity_bouts	1052	17.0	no	yeast	0.06626666115296016
20470	11.0	Number_of_activity_bouts	1053	9.0	no	yeast	0.6694335801562239
20471	8.0	Number_of_activity_bouts	1054	9.0	no	yeast	0.8541589218019524
20472	5.0	Number_of_activity_bouts	1063	7.0	no	yeast	0.34368261824646923
20473	8.0	Number_of_activity_bouts	1073	8.0	no	yeast	0.17202126262038261
20474	9.0	Number_of_activity_bouts	1075	11.5	no	yeast	0.8819180953509717
20475	7.0	Number_of_activity_bouts	1077	5.0	yes	yeast	0.0026371035159174637
20476	10.0	Number_of_activity_bouts	1543	7.5	no	yeast	0.01781848967207314
20477	2.0	Number_of_activity_bouts	1545	6.0	yes	yeast	0.009848745696891266
20478	5.0	Number_of_activity_bouts	1549	4.0	yes	yeast	0.0007719501707919957
20479	1.0	Number_of_activity_bouts	1550	3.0	yes	yeast	4.78775027166712e-05
20480	9.0	Number_of_activity_bouts	1554	10.0	no	yeast	0.6245606408698041
20481	11.0	Number_of_activity_bouts	1557	11.0	no	yeast	0.9147938395372491
20482	9.0	Number_of_activity_bouts	1558	8.0	no	yeast	0.1624961025148113
20483	14.0	Number_of_activity_bouts	1561	14.0	no	yeast	0.12395613460853126
20484	20.0	Number_of_activity_bouts	1564	12.0	no	yeast	0.3029157506967731
20485	6.0	Number_of_activity_bouts	1565	15.0	no	yeast	0.4032141052439576
20486	10.0	Number_of_activity_bouts	1566	13.0	no	yeast	0.11742837857726346
20487	29.0	Number_of_activity_bouts	1567	7.0	no	yeast	0.1807211534597327
20488	8.0	Number_of_activity_bouts	1569	12.0	no	yeast	0.86874336801035
20489	2.0	Number_of_activity_bouts	1570	9.0	no	yeast	0.9291393538971018
20490	18.0	Number_of_activity_bouts	1575	11.0	no	yeast	0.9844868419188125
20491	8.0	Number_of_activity_bouts	1576	5.0	yes	yeast	0.00894851232176907
20492	13.0	Number_of_activity_bouts	1579	12.0	no	yeast	0.9777763743962611
20493	18.0	Number_of_activity_bouts	1581	12.0	no	yeast	0.7225252062761962
20494	20.0	Number_of_activity_bouts	1587	11.0	no	yeast	0.9380335419938283
20495	9.0	Number_of_activity_bouts	1588	7.0	no	yeast	0.04775611051602796
20496	9.0	Number_of_activity_bouts	1593	6.5	no	yeast	0.15789389207903334
20497	8.0	Number_of_activity_bouts	1597	14.0	no	yeast	0.651202734797467
20498	12.0	Number_of_activity_bouts	1602	8.5	no	yeast	0.22046322233043764
20499	4.0	Number_of_activity_bouts	2111	9.0	no	yeast	0.4209479424706223
20500	5.0	Number_of_activity_bouts	2257	6.0	no	yeast	0.0238034639886304
20501	15.0	Number_of_activity_bouts	2259	10.0	no	yeast	0.2899386606921268
20502	9.0	Number_of_activity_bouts	2275	6.0	no	yeast	0.04512396267095716
20503	18.0	Number_of_activity_bouts	2278	6.0	no	yeast	0.42133818632236075
20504	3.0	Number_of_activity_bouts	2279	5.0	yes	yeast	0.00889729429046891
20505	8.0	Number_of_activity_bouts	2285	9.5	no	yeast	0.4976579559815859
20506	3.0	Number_of_activity_bouts	2310	5.5	no	yeast	0.02457905789680888
20507	17.0	Number_of_activity_bouts	2316	10.0	no	yeast	0.48220061274975556
20508	9.0	Number_of_activity_bouts	2324	9.0	no	yeast	0.3784303007186618
20509	12.0	Number_of_activity_bouts	2378	11.0	no	yeast	0.9112474469257201
20510	1.0	Number_of_activity_bouts	2384	3.5	yes	yeast	0.0019262602218512324
20511	20.0	Number_of_activity_bouts	2388	8.0	no	yeast	0.10856861611940216
20512	19.0	Number_of_activity_bouts	2391	12.0	no	yeast	0.624614140912175
20513	5.0	Number_of_activity_bouts	2394	13.0	no	yeast	0.24956972015514817
20514	30.0	Number_of_activity_bouts	2538	22.0	yes	yeast	0.002356576108259507
20515	21.0	Number_of_activity_bouts	2547	20.5	yes	yeast	0.003162101935659891
20516	7.0	Number_of_activity_bouts	2554	11.0	no	yeast	0.34086063439257375
20517	8.0	Number_of_activity_bouts	2608	8.5	no	yeast	0.24185382133990674
20518	2.0	Number_of_activity_bouts	2609	17.5	no	yeast	0.10606412937470747
20519	11.0	Number_of_activity_bouts	2617	10.0	no	yeast	0.5994959860532791
20520	7.0	Number_of_activity_bouts	2618	5.5	no	yeast	0.01938393109925764
20521	13.0	Number_of_activity_bouts	2624	11.0	no	yeast	0.4599673582792345
20522	13.0	Number_of_activity_bouts	2625	9.5	no	yeast	0.28379012723208247
20523	15.0	Number_of_activity_bouts	2634	15.0	no	yeast	0.25088730370240026
20524	10.0	Number_of_activity_bouts	2635	13.5	no	yeast	0.2610923948153602
20525	4.0	Number_of_activity_bouts	4158	6.0	no	yeast	0.17864351171598453
20526	5.0	Number_of_activity_bouts	4159	6.0	no	yeast	0.20738824661796337
20527	7.0	Number_of_activity_bouts	emptySplitGal4	10.0	no	yeast	1.0
20528	37.0	Number_of_activity_bouts	0730	17.0	no	yeast	0.0134646332412137
20529	6.0	Number_of_activity_bouts	0731	15.0	no	yeast	0.2856537846794365
20530	35.0	Number_of_activity_bouts	0732	24.0	yes	yeast	0.0002589532842689613
20531	16.0	Number_of_activity_bouts	0923	16.0	no	yeast	0.016614091176036534
20532	40.0	Number_of_activity_bouts	1046	19.5	yes	yeast	0.0021228586358685735
20533	6.0	Number_of_activity_bouts	1052	17.0	no	yeast	0.06626666115296016
20534	6.0	Number_of_activity_bouts	1053	9.0	no	yeast	0.6694335801562239
20535	19.0	Number_of_activity_bouts	1054	9.0	no	yeast	0.8541589218019524
20536	7.0	Number_of_activity_bouts	1063	7.0	no	yeast	0.34368261824646923
20537	7.0	Number_of_activity_bouts	1073	8.0	no	yeast	0.17202126262038261
20538	11.0	Number_of_activity_bouts	1075	11.5	no	yeast	0.8819180953509717
20539	1.0	Number_of_activity_bouts	1077	5.0	yes	yeast	0.0026371035159174637
20540	9.0	Number_of_activity_bouts	1543	7.5	no	yeast	0.01781848967207314
20541	13.0	Number_of_activity_bouts	1545	6.0	yes	yeast	0.009848745696891266
20542	5.0	Number_of_activity_bouts	1549	4.0	yes	yeast	0.0007719501707919957
20543	1.0	Number_of_activity_bouts	1550	3.0	yes	yeast	4.78775027166712e-05
20544	12.0	Number_of_activity_bouts	1554	10.0	no	yeast	0.6245606408698041
20545	19.0	Number_of_activity_bouts	1557	11.0	no	yeast	0.9147938395372491
20546	9.0	Number_of_activity_bouts	1558	8.0	no	yeast	0.1624961025148113
20547	18.0	Number_of_activity_bouts	1561	14.0	no	yeast	0.12395613460853126
20548	1.0	Number_of_activity_bouts	1564	12.0	no	yeast	0.3029157506967731
20549	16.0	Number_of_activity_bouts	1565	15.0	no	yeast	0.4032141052439576
20550	13.0	Number_of_activity_bouts	1566	13.0	no	yeast	0.11742837857726346
20551	6.0	Number_of_activity_bouts	1567	7.0	no	yeast	0.1807211534597327
20552	7.0	Number_of_activity_bouts	1569	12.0	no	yeast	0.86874336801035
20553	29.0	Number_of_activity_bouts	1570	9.0	no	yeast	0.9291393538971018
20554	11.0	Number_of_activity_bouts	1575	11.0	no	yeast	0.9844868419188125
20555	7.0	Number_of_activity_bouts	1576	5.0	yes	yeast	0.00894851232176907
20556	16.0	Number_of_activity_bouts	1579	12.0	no	yeast	0.9777763743962611
20557	7.0	Number_of_activity_bouts	1581	12.0	no	yeast	0.7225252062761962
20558	24.0	Number_of_activity_bouts	1587	11.0	no	yeast	0.9380335419938283
20559	8.0	Number_of_activity_bouts	1588	7.0	no	yeast	0.04775611051602796
20560	6.0	Number_of_activity_bouts	1593	6.5	no	yeast	0.15789389207903334
20561	16.0	Number_of_activity_bouts	1597	14.0	no	yeast	0.651202734797467
20562	2.0	Number_of_activity_bouts	1602	8.5	no	yeast	0.22046322233043764
20563	7.0	Number_of_activity_bouts	2111	9.0	no	yeast	0.4209479424706223
